SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,3936.05,3937.8,3842.75,3852.35,3852.35,3942.65,2025,10483,40728178,
500003,AEGIS LOGIS ,A ,Q,371.05,379.5,360.05,363.8,363.8,378,5331,97006,35553207,
500008,AMAR RAJA BA,A ,Q,626,632.05,622.6,624.1,623.65,626.05,659,8778,5505116,
500009,A.SARABHAI  ,X ,Q,22.89,22.89,22.12,22.26,22.26,22.46,176,84680,1888208,
500010,HDFC        ,A ,Q,2787.95,2795.75,2773,2784.05,2784.05,2776.5,3333,29724,82883348,
500012,ANDHRA PETRO,X ,Q,63.21,64.18,62.7,62.9,62.9,63.62,497,53082,3352532,
500013,ANSAL INFRAS,T ,Q,9.9,9.9,9.51,9.7,9.7,9.69,41,10187,98623,
500014,UTIQUE      ,X ,Q,5.52,5.6,5.3,5.52,5.5,5.25,197,105306,578015,
500016,ARUNAHTEL   ,XT,Q,19.3,21.27,19.3,19.89,19.8,20.26,116,33203,685987,
500020,BOM DYEING  ,B ,Q,83.6,87.5,83.35,86.35,85.85,83.67,1536,191507,16399249,
500023,ASIANHOTNR  ,T ,Q,159.65,159.65,159.65,159.65,159.65,159.3,5,190,30333,
500027,ATUL LTD.   ,A ,Q,6943.55,6967.15,6870,6880.55,6880.55,6944.85,439,1253,8650298,
500028,ATV PROJECTS,XT,Q,8.88,8.88,8.88,8.88,8.88,8.46,34,8430,74858,
500031,BAJAJ ELECT.,A ,Q,1172.45,1186.85,1164.2,1170.25,1168.8,1171.8,346,2024,2375559,
500032,BAJAJHIND   ,A ,Q,13.79,14,13.45,13.75,13.75,13.67,2036,1196371,16332603,
500033,FORCE MOTR  ,B ,Q,1377.55,1418,1367.1,1408.05,1413.2,1369.95,1467,10218,14257303,
500034,BAJFINANCE  ,A ,Q,6714,6750,6686,6710.5,6710.5,6713.05,2916,18591,124946371,
500038,BALRAM.CHINI,A ,Q,393.35,393.35,371.5,384.45,384.45,386.65,4517,167908,63766863,
500039,BANCO PROD. ,B ,Q,272.95,277.5,270,271.55,271.55,270.95,1789,55963,15324179,
500040,CENTURY TEXT,A ,Q,778,811.35,772.9,804.95,804,773.25,1669,24489,19577275,
500041,BANNARI AMAN,B ,Q,2751,2794.9,2689.6,2732.15,2728.9,2778.7,130,700,1919411,
500042,BASF INDIA  ,A ,Q,2469.95,2469.95,2410.95,2422.15,2418.85,2415.3,107,414,1004099,
500043,BATA INDIA  ,A ,Q,1544.95,1549.85,1517.55,1539.7,1540.15,1522.9,907,9023,13862295,
500048,BEML LTD    ,A ,Q,1387.75,1444.4,1366.5,1414,1410.2,1378.1,2500,28175,39817755,
500049,BHARAT ELECT,A ,Q,107.35,108.6,106.95,107.55,107.55,107.25,2836,297629,32072218,
500052,BHANSALI ENG,A ,Q,121.1,124.95,119.3,122.6,122.55,122.25,1927,116462,14279203,
500058,BIHAR SPONGE,XT,Q,9.15,9.2,8.65,8.93,8.99,8.95,60,11892,107541,
500059,BINANI IND. ,B ,Q,23.79,24.4,22.35,22.47,22.47,23.34,113,10988,250508,
500060,BIRLACABLE  ,B ,Q,150.65,153.6,148.5,149.7,151.15,149.9,366,12722,1927436,
500067,BLUE STAR   ,A ,Q,1410.05,1431,1408.45,1427.45,1422.9,1414.05,310,1601,2270333,
500068,DISA INDIA  ,B ,Q,8001.1,8005.05,7953.05,7976,7976,8000,38,178,1423851,
500069,QUESTCAP    ,X ,Q,238,244.5,238,240,240,238,17,1356,325052,
500074,BPL LTD.    ,B ,Q,60.25,61.6,59.21,60.78,60.5,60.09,137,9810,593306,
500078,OAL         ,B ,Q,381.6,383.4,368.95,372,372,383.85,257,2350,880129,
500083,CENTURY EXT ,B ,Q,10.3,10.47,10.17,10.43,10.43,10.09,227,29039,300922,
500084,CESC LTD.   ,A ,Q,70.28,71.1,70.28,70.57,70.61,70.27,1701,303297,21445353,
500085,CHAMBAL FERT,A ,Q,289,294.6,288,291.95,292.15,289.9,683,31676,9224541,
500086,EXIDE IND.  ,A ,Q,188.65,191.15,187.35,190.8,190.8,189.95,1559,61555,11654220,
500087,CIPLA LTD.  ,A ,Q,936.75,937.4,897.7,922.8,922.8,934.9,6016,90841,82864230,
500089,DIC INDIA   ,B ,Q,389.2,391.2,380.75,387.3,387.3,390.35,42,228,88293,
500092,CRISIL LTD  ,A ,Q,3540.1,3622.9,3540.1,3586.4,3567.05,3591.15,501,1863,6692072,
500093,CGPOWER     ,A ,Q,332.1,341.5,329,332.1,332.1,332.45,4947,171598,57875305,
500096,DABUR (I)   ,A ,Q,517,533.9,513.9,533.15,533.6,518.3,2944,66567,35069629,
500097,DALMIASUG   ,A ,Q,364.1,368,361.4,364.1,361.75,363.85,459,8489,3084017,
500101,ARVIND Ltd  ,A ,Q,106.1,109.9,106.1,108.4,109,107,778,54360,5902591,
500102,BALARPUR IND,Z ,Q,0.65,0.69,0.65,0.67,0.67,0.68,189,754991,503707,
500103,BHEL        ,A ,Q,81,81.3,80.15,80.45,80.45,81.05,4098,790165,63722896,
500104,HIND.PETRO  ,A ,Q,262.25,267.4,258.3,259.55,258.55,260.85,5473,256435,67142553,
500106,IFCI LTD    ,A ,Q,11.64,11.64,11.4,11.51,11.47,11.58,934,975228,11212324,
500108,MAHA.TELE   ,B ,Q,19.69,19.86,19.41,19.64,19.64,19.69,645,128146,2513805,
500109,MRPL        ,A ,Q,63,63.02,62.25,62.35,62.35,62.56,820,140924,8814286,
500110,CHENNAI PET.,A ,Q,310,313.5,308.55,309.6,309.6,308,1131,73946,22958350,
500111,REL.CAP.    ,T ,Q,9.01,9.1,8.87,8.92,8.9,9.06,345,67338,602548,
500112,STATE BANK  ,A ,Q,578.8,583.95,574.55,581.9,581.9,578.1,5860,294489,171080592,
500113,STEEL AUTH. ,A ,Q,82.56,84.43,82.19,84.21,84.21,83.12,4207,1003387,84054635,
500114,TITAN       ,A ,Q,2769.8,2801,2745.7,2779.2,2779.2,2773.25,5403,161764,449039150,
500116,IDBI BANK L ,A ,Q,52.64,53.57,52.64,53.06,53.06,53.23,832,269327,14331198,
500117,DCW LTD.    ,B ,Q,47.06,48.15,46.94,47.16,47.03,47.37,537,50460,2393664,
500119,DHAMPUR SUGA,A ,Q,247.3,253.9,242.95,252.4,253,247.3,1208,29308,7312371,
500120,DIAMINES&CHM,X ,Q,521.9,522,510.05,520.95,520.95,505.5,376,10702,5552621,
500123,ELANTAS     ,B ,Q,5925.05,6049,5925.05,5975.05,5975,5927.25,73,230,1382274,
500124,DR.REDDY'S  ,A ,Q,4484.85,4531,4435.45,4518.4,4515,4465.65,1423,7622,34302940,
500125,E.I.D.PAR   ,A ,Q,499.95,511.9,498.4,507.05,506,499.65,684,10811,5463033,
500126,PGHL        ,A ,Q,4746.7,4771.2,4660,4683,4728.1,4734.5,286,481,2268525,
500128,ELEC.CASTING,B ,Q,44.5,48.47,43.5,47.21,47.01,45.2,1853,504531,23527515,
500133,ESAB INDIA  ,A ,Q,3611.25,3649,3591.75,3636.95,3640,3581.85,214,609,2202847,
500135,EPL         ,A ,Q,188.05,205.6,188.05,198.35,198.35,188.3,5250,266144,52952386,
500136,ESTER INDUS.,B ,Q,127.65,132.1,127.6,129.7,129,127.15,1271,51234,6630637,
500142,FGP LTD.    ,X ,Q,5.12,5.51,5.12,5.12,5.12,5.58,15,3154,16211,
500143,P.H.CAPITAL ,X ,Q,68,68.5,66.05,66.66,68.5,69.89,9,606,41092,
500144,FINOL. CABLE,A ,Q,902.1,913.45,876.8,885.2,886.5,902,675,12925,11538633,
500147,COCKERILL   ,X ,Q,2085,2279,2085,2263.45,2263.45,2089.4,874,12792,28393395,
500148,UFLEX LTD   ,A ,Q,425.05,431.65,423.2,429.8,429.8,428.45,670,14030,6002711,
500150,FOSECO INDIA,B ,Q,2525.05,2544,2505,2517.15,2513.1,2519.3,80,337,848638,
500151,GOLDEN TOB  ,Z ,Q,44.96,46.25,44.96,45.98,45.01,47.32,42,5374,242361,
500153,GANESH BENZO,B ,Q,146.25,152.75,145.4,149.1,149.75,146.85,1223,38692,5785806,
500159,METROGLOBL  ,X ,Q,89.21,94,85,90.32,90.1,91.03,93,7387,676589,
500160,GTL LTD.    ,B ,Q,5.3,5.47,5.3,5.37,5.39,5.35,159,101092,544540,
500163,GODFREY PH  ,A ,Q,1705.3,1713.05,1694.3,1709.85,1710.85,1709.05,181,1327,2261596,
500164,GODREJ IND  ,A ,Q,465.05,483.05,465.05,475.9,475.9,472.1,2068,32421,15459948,
500165,KANSAI NERO ,A ,Q,418.35,421.9,408.8,411.25,411.25,418.3,1215,20899,8680153,
500166,GOODRICKE   ,X ,Q,188.8,188.8,184.05,184.5,184.5,185.55,86,3236,598314,
500168,GOODYEAR (I),B ,Q,1209,1228.45,1207.8,1216.6,1213.9,1213.95,549,2935,3580413,
500170,GTN INDUS   ,X ,Q,33.75,34.49,32.65,33.99,33.99,33.35,47,2197,73962,
500171,GHCL LTD    ,A ,Q,498.05,515,498.05,510.35,510.6,505.9,342,3765,1918620,
500173,GFLLIMITED  ,B ,Q,56.75,59.2,56.6,58.23,59.2,57.9,86,4200,241974,
500174,GUJ.LEASE   ,B ,Q,3,3.3,3,3.29,3.29,3,16,2320,7603,
500179,HCL INFOSYS ,B ,Q,13.18,13.27,13.02,13.17,13.16,13.19,291,35747,471874,
500180,HDFC BANK   ,A ,Q,1674,1681,1665.35,1676.2,1676.2,1667.6,4242,119331,200091755,
500182,HEROMOTOCO  ,A ,Q,2611.05,2719,2611.05,2694.45,2694.45,2605.65,3055,22783,61146480,
500183,HFCL        ,A ,Q,66.15,69.15,65.45,68.02,68.02,66.16,1918,311514,20813706,
500184,HSCL        ,A ,Q,121.5,121.85,118,118.65,118.65,121.5,1826,168477,20123871,
500185,HIND.CONSTN.,A ,Q,16.01,16.44,15.91,16.37,16.37,16.16,2618,3157544,51076448,
500186,HIND.OIL EXP,A ,Q,172.55,173.15,167.65,168.4,168.4,172.3,699,24833,4205727,
500187,AGI         ,A ,Q,563.05,570,546.25,550.85,550.85,572.8,1944,29461,16457168,
500188,HINDUS.ZI   ,A ,Q,310.45,311.85,308.4,309.75,309.75,310.4,2651,54825,17007701,
500189,NDLVENTURE  ,B ,Q,118.2,120.3,118.2,119.9,119.9,117.65,16,369,44126,
500191,HMT LTD.    ,Z ,Q,26.5,26.5,25.5,25.61,25.5,25.66,23,2141,55145,
500192,PRAG BOSIMI ,XT,Q,2.6,2.6,2.51,2.55,2.55,2.62,16,4756,12101,
500193,HLVLTD      ,B ,Q,11.28,11.3,11.1,11.16,11.17,11.3,221,38967,436123,
500199,I.G.PETRO   ,B ,Q,487.55,499.9,486.05,488,488.05,482.65,269,4013,1976819,
500201,IND.GLYCOLS ,A ,Q,588.8,605,582,599.8,601,590.1,1065,18855,11285733,
500202,IND.LEAS.DEV,X ,Q,5.9,5.9,5.74,5.74,5.74,5.9,8,1811,10572,
500206,MARGO FIN   ,X ,Q,27.12,31,27.12,30.3,30.3,29.85,31,1111,31672,
500207,INDO RAMA   ,B ,Q,45,46.31,45,45.26,45.16,46.2,154,12459,565904,
500209,INFOSYS LTD ,A ,Q,1249.05,1268.5,1245.55,1258.75,1258.75,1245.55,23716,522657,659846757,
500210,INGERSOLL   ,A ,Q,2478.2,2516.05,2453.1,2485.3,2490.45,2460,423,938,2324572,
500213,INTER.TRAVEL,X ,Q,303.9,305.8,294.6,296.15,296.15,300.1,269,19105,5710905,
500214,ION EXCHANGE,A ,Q,3900.05,3975,3900.05,3936.6,3943.95,3913.6,920,2734,10774623,
500215,AGRO TECH FO,B ,Q,766.35,766.35,757.8,762.15,765,768.1,39,150,114215,
500219,JAIN IRRIG  ,A ,Q,39.72,40.63,38.5,38.93,38.93,39.72,1486,401008,15866145,
500220,JASCH INDUST,X ,Q,174.45,174.45,168,169.2,168.55,170.3,128,7552,1282004,
500223,JCT LTD     ,XT,Q,2.12,2.2,2.11,2.17,2.17,2.12,378,350142,759453,
500227,JINDAL POLYF,A ,Q,660.05,697.75,660.05,684.7,684.8,672.7,752,9042,6177263,
500228,JSWSL       ,A ,Q,702.65,710.6,697,705.5,704.7,702.9,1695,32656,23038844,
500231,UMANG DAIR  ,B ,Q,59.6,60.08,58.68,59.36,60.08,59.6,84,2691,159721,
500233,KAJARIA CER.,A ,Q,1180,1183.75,1151.85,1177.25,1157.1,1175.6,1164,8176,9525531,
500234,KAKATIYA CEM,B ,Q,205.15,206.75,204.5,205.2,205.2,203.6,52,400,82172,
500235,KALYANI STEL,B ,Q,340.55,344.15,340,342.05,343.05,339.8,54,365,124579,
500236,KANELIND    ,XT,Q,1.75,1.75,1.59,1.71,1.71,1.67,17,2949,4984,
500238,WHIRLPOOL   ,A ,Q,1322.2,1365,1322.2,1357.85,1364.25,1327.45,681,3717,4997951,
500239,KG DENIM    ,XT,Q,28.1,28.6,27.48,28.57,28.6,27.58,16,5629,158833,
500240,KINETIC ENG.,X ,Q,92,96.3,91.9,92,92.98,93.3,118,10351,956640,
500241,KIRL.BROS.  ,B ,Q,513.35,565,513.35,543.55,543.55,525.4,4367,89664,49153829,
500243,KIRL INDUS  ,B ,Q,2680.3,2685,2598.9,2611.45,2598.9,2664.8,164,949,2506581,
500245,KIRL.FERROUS,A ,Q,463.65,465,436.7,443.45,446.15,458.65,1349,32856,14731715,
500246,ENVAIN ELECT,X ,Q,81.3,83.9,77,78.02,80,80,37,3175,258535,
500247,KOTAK MAH.BK,A ,Q,1963.95,1976.95,1952.35,1973.05,1970,1959.75,2060,27435,53993249,
500248,KRIFILIND   ,X ,Q,3.09,3.09,3.09,3.09,3.09,3.09,4,2051,6337,
500249,KSB         ,A ,Q,2119,2184,2066.7,2144.6,2184,2109.3,768,3013,6337207,
500250,L.G.BALKRISH,A ,Q,791.05,800.5,790.3,797.2,794.75,790.2,162,881,700759,
500251,TRENT LTD.  ,A ,Q,1486,1517.15,1471.45,1511.95,1513,1486.4,2715,24143,36307958,
500252,LAXMIMACH   ,A ,Q,11369.55,11495.35,11304.85,11474.2,11474.2,11411.7,309,673,7698690,
500253,LIC HOUS.FIN,A ,Q,372.05,383.45,372.05,381.85,381.85,375.2,2673,93753,35650182,
500257,LUPIN LTD.  ,A ,Q,780.15,799.65,772.65,787.2,787.5,773.65,4934,107279,84713455,
500259,LYKA LABS   ,B ,Q,98.9,105,97.25,99.65,100,99,354,15407,1548881,
500260,RAMCOCEM    ,A ,Q,755.6,775,755.6,769.75,766.8,769,467,4022,3097267,
500262,HYBRIDFIN   ,T ,Q,10.8,10.99,10.27,10.96,10.98,10.8,24,6960,72934,
500264,MAFATLAL IND,X ,Q,55.25,55.9,53.53,53.94,53.85,54.15,90,9924,541434,
500265,MAH.SEAMLESS,A ,Q,440,447.25,435.5,442.45,441,443.8,968,17230,7608052,
500266,MAH.SCOOTER ,A ,Q,5019.5,5038.65,4957.35,4970.95,4962.5,5040.3,87,295,1477354,
500267,MAJESTIC AUT,X ,Q,143.8,145,143.8,144.75,144,142.7,30,948,136669,
500268,MANALI PETRO,A ,Q,72.97,74.52,72.97,73.12,73.12,74.03,715,34479,2540616,
500270,BARODA RAYON,XT,Q,193.75,198,188.9,194.85,193,193.75,222,3134,608757,
500271,MFSL        ,A ,Q,644.15,676.75,635.25,671.35,673.8,657.3,2535,48848,32130197,
500277,MID INDIA IN,XT,Q,10.16,10.16,9.2,10.15,10.16,9.68,55,10909,108738,
500279,MIRC ELECT  ,B ,Q,13.78,13.9,13.5,13.57,13.67,13.74,304,33419,454757,
500280,CENTURY ENKA,B ,Q,401.3,404.7,395.3,397.35,399.3,399.55,129,1205,479964,
500284,LORDS CHLORO,X ,Q,185.1,192.5,185.1,188.8,188.8,185.9,148,6471,1232364,
500285,SPICEJET LTD,A ,Q,29.51,31.02,29.31,30.1,30.1,29.58,5745,2200574,66738777,
500288,MOREPEN LAB.,A ,Q,27.05,27.59,26.81,27.04,27.04,27.03,1441,431109,11706138,
500290,MRF LTD.    ,A ,Q,97000,97541.9,95326.3,96888.25,96701,96679.2,172,226,21806989,
500292,HEIDEL CEM  ,A ,Q,172.8,173.5,172,172.4,172.4,172.6,322,6990,1207778,
500294,NCC         ,A ,Q,118.6,119.25,114.1,114.65,114.65,118.6,4531,507296,58758806,
500295,VEDL        ,A ,Q,272,277.8,268.85,277.1,277.1,275.1,7325,546880,149519800,
500296,NAHAR SPG.  ,B ,Q,272.15,279.05,269,275.8,274.4,271.15,275,5247,1439699,
500298,NAT.PEROXIDE,X ,Q,1418.9,1418.9,1385,1393.7,1400,1400.55,144,2425,3393967,
500300,GRASIM IND. ,A ,Q,1730.05,1762,1730,1732.55,1732.55,1753.65,853,6726,11713139,
500302,PEL         ,A ,Q,725.5,739.2,721.65,738.2,737.05,725.8,1134,27994,20536580,
500304,NIIT LTD.   ,A ,Q,370,374.1,362.8,366.45,366.45,365,692,15909,5867841,
500306,JAYKAY      ,X ,Q,48,49,47,47.64,47.64,48.46,117,8673,412662,
500307,NIRLON      ,B ,Q,398.5,405,394.15,396.4,395,400.6,98,2976,1185669,
500312,ONGC CORPN  ,A ,Q,164.55,166.55,164.45,165.6,165.6,165.5,5700,1422919,235251367,
500313,OIL COUNTRY ,B ,Q,14.9,15.6,14.85,15.1,15.1,15.11,40,3701,55916,
500314,ORIENT HOTEL,B ,Q,90.55,92.7,89.46,91.48,91.85,90.56,640,79904,7277709,
500317,OSWAL AGRO. ,B ,Q,36.8,36.8,34.29,35.59,35.59,33.67,244,11020,387669,
500319,INDIAN SUCRO,X ,Q,61.9,61.9,59.72,60.56,60.56,60.03,67,3739,225849,
500325,RELIANCE    ,A ,Q,2486,2503.75,2472.6,2488.15,2488.15,2484.1,8929,67628,168389335,
500327,PILITA      ,B ,Q,8.6,8.77,8.55,8.63,8.58,8.62,118,57482,497010,
500330,RAYMOND     ,A ,Q,1600.05,1640.85,1589.4,1602.4,1602.4,1612.95,439,4262,6832738,
500331,PIDILITE    ,A ,Q,2577.05,2599.9,2544.3,2548.75,2548.75,2588,4647,25199,64784513,
500333,PIX TRANS   ,B ,Q,858.55,932.3,855,906.75,910,841.35,2568,30635,27754574,
500335,BIRLA CORPN.,A ,Q,1000,1015.8,986,1001.45,1001.45,999.65,1273,10106,10110799,
500336,SURYA ROSHNI,A ,Q,845,845,805.1,809.15,812.25,828.55,448,4061,3318563,
500337,PRIME SECUR.,B ,Q,114.6,116.9,113,114.2,116.2,114.6,149,42974,4983289,
500338,PRSMJOHNSN  ,A ,Q,115.25,117.5,115.25,116.15,116.15,116.65,304,7483,872980,
500339,RAIN        ,A ,Q,148.55,151.45,147.05,150.8,150.8,149.9,2155,129502,19336836,
500343,AMJLAND     ,B ,Q,24.16,24.16,23.9,23.9,23.9,24.56,18,2800,67503,
500346,PUN.COMMUNI.,B ,Q,30,30,29.1,29.95,29.95,30,16,1884,55213,
500350,RSWM  LTD   ,B ,Q,184.9,184.9,173.4,178.65,177.55,178.1,105,1781,314379,
500354,RAJSH.SUGAR ,B ,Q,36.95,41.4,36.55,40.05,40.05,37.85,628,67848,2670219,
500355,RALLIS INDIA,A ,Q,187.55,189.5,187.55,189.15,189.5,188,742,20103,3790133,
500356,RAMANEWS    ,B ,Q,13.22,13.84,13,13.26,13.34,13.12,65,6781,89418,
500357,RAMA PAPER  ,X ,Q,20.07,20.07,20.07,20.07,20.07,19.12,1,150,3010,
500358,RAMA PETRO  ,X ,Q,4.28,4.48,4.28,4.48,4.48,4.27,17,14868,65933,
500360,RAPICUT CARB,X ,Q,55,55,54.11,54.11,54.11,55,10,1128,61908,
500365,WELSPLSOL   ,X ,Q,19.86,20.38,19.71,20.02,20.02,19.99,251,146582,2947170,
500366,ROLTA (I)   ,Z ,Q,1.6,1.65,1.6,1.61,1.65,1.68,123,154576,248479,
500367,RUBFILA INT.,X ,Q,80,80.8,76.26,77.73,78,79.39,487,71330,5519082,
500368,PATANJALI   ,T ,Q,922.05,964.9,919,950.25,950.25,931.25,1742,23023,21594915,
500370,SALORA INT. ,X ,Q,34.4,35.5,33.11,34.68,35.5,34.33,11,1425,49356,
500378,JINDAL SAW  ,A ,Q,170.15,176.35,170.15,173.45,173.45,170.7,2207,111428,19364085,
500380,JK LAKSHMI  ,A ,Q,777,793.25,777,786.65,787.2,781.45,359,4016,3165464,
500387,SHREE CEMENT,A ,Q,24700,25000,24497.9,24633.75,24497.9,24738.5,193,335,8304251,
500388,SHREE KRISHN,XT,Q,19.33,19.33,18.01,18.01,18.01,18.85,3,29,547,
500390,REL INFRA   ,A ,Q,147.1,147.25,143.5,144.15,144.15,146.45,833,40920,5921032,
500400,TATA POWER  ,A ,Q,207.15,209.4,206.5,208,208,207.05,6388,396354,82561617,
500402,SPMLINFRA   ,T ,Q,33.7,34.5,32.83,33.71,33.7,33.67,69,15739,531974,
500403,SUNDARAM FAS,A ,Q,1089.95,1089.95,1058,1071.25,1073.15,1078.45,451,7130,7642030,
500404,SUNFLAG IRON,B ,Q,175.45,175.45,169.45,170.85,171.1,173.2,733,48696,8341238,
500405,SUPREME PET ,A ,Q,374.8,376.55,370.15,372.4,374.4,374.8,123,1131,422350,
500407,SWARAJ ENGIN,B ,Q,1813,1845,1803.4,1810.65,1810.45,1813.4,371,1869,3402613,
500408,TATA ELXSI  ,A ,Q,7110,7205,6979.85,7034.5,7034.5,7078.1,1974,7774,55331342,
500410,ACC LTD     ,A ,Q,1797.45,1812.5,1765,1800.05,1800.05,1797.35,933,9331,16733239,
500411,THERMAX     ,A ,Q,2350.1,2470,2350.1,2407.8,2404.75,2367.55,1149,5132,12464115,
500412,THIRUMALAI  ,A ,Q,204.3,206.35,203.05,204.75,204.75,204.1,457,8857,1813566,
500413,THOMAS COOK ,A ,Q,68.2,73,67.8,70.86,71.21,68.05,647,45556,3260763,
500414,TIMEX GROUP ,B ,Q,139.5,145.95,134.9,143.05,143.05,140.45,719,90918,12872058,
500418,TOKYO PLAST ,B ,Q,95,95,93.21,94.99,94.99,93.81,31,298,28114,
500420,TORRENT PHAR,A ,Q,1633.05,1673.7,1633.05,1667.6,1663.75,1650.5,1652,5107,8503808,
500422,TRANSCHEM   ,X ,Q,20.9,21.3,19.25,20.01,20.01,20.5,17,1081,21837,
500425,AMBUJA CEME ,A ,Q,409.1,410.8,403,406.75,406.75,410,5238,243622,99133667,
500426,UTLINDS     ,X ,Q,1.69,1.69,1.67,1.67,1.67,1.73,53,23862,40136,
500429,UNIPHOS ENT.,B ,Q,144.1,148.85,144.1,144.7,144.6,143.75,139,3211,470593,
500439,VARD HOLDNG ,B ,Q,2733.75,2736,2668,2689.3,2668,2727,13,22,59517,
500440,HINDALCO    ,A ,Q,407.05,412.75,404.35,410.7,410.7,404.8,5661,281442,115274356,
500444,WEST COAS PA,A ,Q,568.75,577.5,567.6,575.15,575.9,568.7,459,6507,3729499,
500449,HIND.ORG.CHM,B ,Q,27.39,28,26.65,27.18,27.03,27.39,253,43829,1203247,
500450,MPIL CORP L ,X ,Q,235.05,247.25,235.05,246.65,247.25,247.25,5,20,4932,
500456,PAS.ACRYLON ,B ,Q,29.69,29.69,28.5,28.89,28.8,29.43,163,13285,382966,
500458,KORE        ,XT,Q,7.22,7.22,6.8,7.19,7.15,7.1,35,2917,20812,
500459,PROCTER &GAM,A ,Q,13900.05,14066.95,13807.85,14011.8,14025.5,13897.9,139,204,2836921,
500460,MUKAND LTD. ,B ,Q,128.7,133.55,127.45,131.7,133.2,128.2,407,7827,1026527,
500463,BBOX        ,B ,Q,148.65,149.85,143,143.15,143.15,148.6,189,8719,1267015,
500464,UCAL FUEL   ,B ,Q,121.05,124.9,120.3,123,123.15,123.6,54,965,118839,
500467,HARR.MALAYAL,B ,Q,124.6,124.6,121.6,122.6,122,123.1,120,2420,295778,
500469,FEDERAL BANK,A ,Q,125.95,127.95,123.8,127.45,127.45,125.95,9961,855191,107857292,
500470,TATA STEEL  ,A ,Q,107,108.15,105.65,107.7,107.7,106.75,7730,1040115,111570268,
500472,SKF INDIA   ,A ,Q,4759.95,4759.95,4273.85,4347.4,4336,4326.9,222,642,2774382,
500477,ASHOK LEYL. ,A ,Q,149.15,153.7,149.15,153.3,153.3,149.75,8975,950928,144718389,
500480,CUMMINS (I) ,A ,Q,1649.95,1655.95,1627.75,1649.55,1646,1637.2,1547,7947,13044553,
500483,TATA COMM   ,A ,Q,1245.15,1272.7,1245.15,1252.9,1252.9,1254.2,1465,14934,18802986,
500488,ABBOTT (I)  ,A ,Q,21251.05,21484.75,21160.55,21221.4,21229.2,21206.85,158,282,6011958,
500490,BAJ HOLD INV,A ,Q,6811.05,6884.4,6662,6718.05,6718.05,6873.65,322,866,5858142,
500493,BHARAT FORGE,A ,Q,762.95,769.7,757.8,766.7,767.85,758.05,4942,46515,35459283,
500495,ESCORTS     ,A ,Q,2051.3,2088.65,2040,2077.95,2077.95,2062.15,430,3581,7387291,
500500,HIND.MOTORS ,B ,Q,14.45,14.53,14.05,14.16,14.16,14.45,438,63060,901012,
500510,LARSEN & TOU,A ,Q,2226.85,2259.95,2215.05,2246.15,2246.15,2220.9,4733,87812,197238416,
500520,MAH & MAH   ,A ,Q,1279.95,1287,1272.6,1285.85,1285.85,1275.85,2228,29056,37259423,
500530,BOSCH LTD   ,A ,Q,18984.45,19331.3,18949.4,19236.9,19220,18984.45,496,989,18962339,
500540,PREMIER LTD ,T ,Q,2.5,2.5,2.35,2.35,2.35,2.45,6,6105,14347,
500547,BHARAT PET. ,A ,Q,363.95,363.95,356.45,357,356.7,361.85,2119,64423,23156635,
500550,SIEMENS LTD.,A ,Q,3900.25,3925,3819.55,3834.5,3837,3892,2947,18903,72848491,
500570,TATA MOTORS ,A ,Q,525,537.15,521.4,530.8,530.8,515.65,23536,1518106,807061674,
500575,VOLTAS LTD  ,A ,Q,806.05,813.9,805,810.1,809.6,809.1,2052,36432,29524776,
500620,GREAT EASTE ,A ,Q,701,732.45,695.75,722.45,722.45,676.8,6564,128014,92575333,
500645,DEEPAK FERT.,A ,Q,591.05,596.95,586,589.85,589.95,592.75,1825,27181,16008397,
500650,EXCEL INDUST,B ,Q,933.05,936.9,921,922.75,928,933.7,96,555,514999,
500655,GRWRHITECH  ,B ,Q,615,616.55,597.3,608.1,609.4,606.15,378,2044,1247562,
500660,GLAXOSMITH  ,A ,Q,1275,1282.35,1269.85,1280.25,1282,1276.15,590,3512,4487656,
500670,GUJ.NARMADA ,A ,Q,627.95,636.9,616.85,635.75,635.75,620.6,2684,90421,56984658,
500672,NOVARTIS    ,B ,Q,678.9,695,676.35,690.75,692,668.3,788,7084,4862783,
500674,SANOFI      ,A ,Q,6439.95,6488.3,6251.35,6346.25,6346.25,6441.65,1079,4015,25496249,
500680,PFIZER LTD. ,A ,Q,3772.15,3851.55,3770,3816.75,3816.8,3790.75,668,2520,9615790,
500690,GUJ.ST.FERT ,A ,Q,174.5,175,171.2,172.35,172.35,174.4,2502,203937,35137802,
500696,HIND UNI LT ,A ,Q,2636,2670,2623,2661.35,2661.35,2623.4,8735,49706,131954647,
500710,AKZOINDIA   ,A ,Q,2450,2500,2450,2481.5,2465,2472.9,472,1972,4899062,
500730,NOCIL LTD   ,A ,Q,228.8,230.75,225.25,228,228.5,228.75,690,18269,4164663,
500770,TATA CHEM.  ,A ,Q,986.05,993.4,978.8,989.95,989.95,985.85,3254,52928,52356588,
500777,T.P.L.      ,B ,Q,82.16,83.33,82.09,82.11,82.14,83.18,92,3346,276233,
500780,ZUARIIND    ,B ,Q,122.55,124.95,122.55,123.7,124.75,123.8,73,1312,162556,
