SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532663,SASKEN      ,B ,Q,825.85,832,817.05,822.3,817.8,827.15,62,249,205391,
532666,FCS SOFTWARE,B ,Q,2.22,2.25,2.15,2.17,2.17,2.26,1114,1629221,3551381,
532667,SUZLONENERGY,A ,Q,8.27,8.35,8.2,8.24,8.24,8.24,3950,16903226,139915524,
532668,AURIONPRO SO,B ,Q,501.75,560.6,497.75,551.45,552,503.35,2360,36681,19817744,
532670,RENUKA SUGAR,A ,Q,43.81,44.05,42.43,42.56,42.56,43.7,5269,766880,33015263,
532673,KM SUGARMILL,B ,Q,27.36,28.39,27.36,28.08,28.08,27.73,268,39095,1098681,
532674,BANNARI AMMA,B ,Q,45,45.56,44.64,45.29,45.54,45,121,13156,591974,
532676,PBA INFRASTR,B ,Q,8,8.45,8,8.02,8.02,8.23,29,3405,28009,
532683,AIAENGINEER ,A ,Q,2749.95,2758.9,2705,2751.1,2747.8,2745.95,697,2731,7460593,
532684,EVEREST KANT,A ,Q,94.65,102.29,94.65,100.13,100.65,95.74,1008,56327,5597096,
532686,KERNEX MICRO,T ,Q,273,282.85,268.1,274.9,274.5,276.35,44,2206,598207,
532687,REPRO INDIA ,B ,Q,416,499.95,416,499.95,499.95,416.65,844,62660,31038785,
532689,PVRINOX     ,A ,Q,1445,1473,1416.05,1464.45,1468.9,1447.25,3050,24983,36292514,
532692,RADHA MADHAV,Z ,Q,2.46,2.46,2.46,2.46,2.46,2.35,25,29920,73603,
532694,BARTRONICSIN,Z ,Q,9.14,9.14,9,9.14,9.14,8.71,188,104488,954942,
532695,CELEBRITYFAS,B ,Q,14.77,14.77,14.02,14.21,14.15,14.29,142,3092,44005,
532696,EDUCOMP SOLN,Z ,Q,1.89,1.89,1.89,1.89,1.89,1.98,14,3707,7006,
532698,NITINSPINNER,B ,Q,258,265.2,249,257.5,259.05,252.95,1091,26573,6907351,
532699,ROYALORCH   ,B ,Q,361,363.4,347.25,350.75,354.05,362.7,963,17809,6318745,
532700,ENT NETWORK ,B ,Q,115.3,127.15,115.3,126.4,126.3,117.05,281,6277,767617,
532701,CELLA       ,Z ,Q,9.64,9.64,9.22,9.22,9.22,9.22,3,55,515,
532702,GUJ PETRONET,A ,Q,282.15,289.35,282.15,284.15,283.25,286.9,924,29606,8468943,
532705,JAGRAN PRAK ,B ,Q,71.01,72.2,71.01,71.69,71.77,71.59,70,5318,380721,
532707,DYNEMIC PRO ,B ,Q,312.4,323.15,310.1,317.35,321,312.4,414,10378,3259903,
532708,GVK POWERINF,B ,Q,2.48,2.53,2.48,2.51,2.48,2.53,307,472025,1184431,
532710,SADBHAV ENGG,B ,Q,11.2,11.2,10.75,10.97,10.97,10.99,143,61500,676364,
532712,REL COM LTD ,T ,Q,1.27,1.27,1.27,1.27,1.27,1.33,319,158579,201395,
532713,SAKUMA EXPO ,B ,Q,12.02,12.45,12.02,12.32,12.32,12.25,232,35578,438437,
532714,KEC INTERN  ,A ,Q,534.85,537.45,524.75,532.45,531.85,534.35,701,10601,5638073,
532716,GILLA ARBUT ,B ,Q,69.95,70.05,68,68.03,68,74.81,115,7473,515865,
532717,INDOTECHTR  ,B ,Q,206.25,207,201.7,202.2,202.6,203.15,23,550,112442,
532719,BL KASHYAP  ,B ,Q,40.37,41.44,40.27,40.84,40.86,40.17,479,69200,2829128,
532720,M&M FINANSER,A ,Q,281.05,285.45,280.8,283.55,283.55,281.9,1537,70984,20151069,
532721,VISA STEEL  ,T ,Q,10.7,11.28,10.7,11.08,11.08,10.82,15,4502,49299,
532722,NITCO TILES ,B ,Q,18.1,18.1,17.7,17.76,17.75,17.86,60,3122,55765,
532723,MPDL        ,X ,Q,28.05,28.79,25.1,25.77,25.75,27.49,48,4594,120982,
532725,SOLAR IND   ,A ,Q,3720.05,3770.75,3719.35,3744.1,3754.45,3740.25,632,2255,8439011,
532726,GALLANTT    ,B ,Q,53.16,53.54,52.49,52.75,52.75,53.16,155,8757,462897,
532728,MALU PAPER  ,B ,Q,34.8,35.35,34.41,34.41,34.41,35.2,220,765,26623,
532729,UTTAM SUGAR ,B ,Q,272.7,276.15,269.7,272.5,274,271.3,304,2863,780624,
532730,STL GLOBAL  ,B ,Q,15.52,15.6,15.3,15.3,15.3,15.39,58,968,14864,
532732,KEWAL KIRAN ,B ,Q,473.4,481,466.55,476.85,473.8,473.4,1672,32528,15361287,
532733,SUN TVNET   ,A ,Q,430.15,453.05,429.5,448.65,449,434.75,1330,29499,13106197,
532734,GODAWARI POW,A ,Q,365.05,371.05,362.85,367.65,367.65,368.2,870,20113,7403442,
532735,RSYSTEMINT  ,B ,Q,249.1,256.75,249.05,253.15,252.9,249.05,3793,160821,40860645,
532737,EMKAY GLOB F,B ,Q,76.9,78.5,74.2,77.73,78.5,76.41,178,10715,825391,
532738,TANTIA CONS ,Z ,Q,9.55,9.55,9.45,9.45,9.45,9.53,10,192,1819,
532740,LOKESH MACH ,B ,Q,156,171.35,156,167.5,166.2,158.9,1298,49148,8119373,
532741,KAMDHENU    ,B ,Q,337.95,341.6,329.6,333.65,335.4,342,701,29897,10039129,
532742,PAUSHAKLTD  ,A ,Q,7335,7425,7211.2,7269.05,7269.05,7196.1,353,975,7136660,
532744,GTN TEXTILE ,X ,Q,12.65,12.65,11.5,12,12,12.39,36,4454,52564,
532745,INDICAP     ,X ,Q,29.8,29.8,27.8,28.02,28.75,29.4,22,2832,79531,
532748,PRIME FOCUS ,B ,Q,80.71,81.56,80.16,80.42,80.31,80.62,279,9315,751676,
532749,ALLCARGO    ,A ,Q,291.85,297,285.6,288.95,288.95,295.8,484,6792,1975028,
532754,GMRINFRA    ,A ,Q,46.02,46.53,45.58,45.98,45.87,46.08,547,140382,6460671,
532755,TECH MAH    ,A ,Q,1046.1,1069.9,1043,1066.05,1066.05,1045.9,2642,62512,66434683,
532756,MAHINDCIE   ,A ,Q,437.4,451.3,437.4,448.5,448.5,437.1,2241,74323,33064812,
532757,VOLTAMP TRAN,B ,Q,3167.3,3315,3149.95,3255.1,3215,3172.2,631,2196,7081766,
532759,ATLANTA     ,B ,Q,14.53,14.95,14,14.63,14.51,14.53,148,2888,42061,
532760,DEEPENR     ,B ,Q,123,123,116.5,117.6,116.5,117.75,80,1325,156623,
532761,HOV SERVICES,B ,Q,44.33,44.49,43.31,43.61,43.45,45.31,35,1658,72900,
532762,ACTION CONST,A ,Q,443.85,460,443.7,457.7,460,443.3,3956,139113,63118627,
532764,GEECEE      ,B ,Q,153.25,158.05,153.25,154.1,154.1,153.9,44,824,128454,
532766,RICHA IND   ,Z ,Q,1.41,1.41,1.38,1.38,1.38,1.41,10,2801,3880,
532767,GAYATRI PROJ,T ,Q,5.1,5.1,5.1,5.1,5.1,5.36,37,19072,97267,
532768,FIEM INDS   ,B ,Q,1912.6,2038.6,1868.65,1905.3,1905.3,1912.6,1613,9753,18996726,
532771,JHS SVEN    ,B ,Q,16.32,16.8,16.08,16.72,16.75,16.16,109,7165,117131,
532772,DCBBANK     ,A ,Q,115.6,116.4,113.3,115.4,115.6,114.6,989,65639,7571462,
532773,GLOBAL VECT ,B ,Q,59.25,60.1,56.65,57.48,57.11,58,86,2394,139029,
532774,INSPIRISYS  ,T ,Q,58.31,60.45,56.55,57.85,57.85,58.31,45,4368,255020,
532775,GTL INFRAST ,A ,Q,0.85,0.86,0.81,0.82,0.82,0.86,11629,17467118,14486677,
532776,SHIVAM AUTO ,B ,Q,24,25.75,24,25.66,25.75,24.9,46,2805,71523,
532777,INFO EDGE   ,A ,Q,3875.1,4004.55,3875.1,3973.75,3973.75,3883.45,4295,17787,70646279,
532779,TORNT POWER ,A ,Q,534.9,534.9,530.5,531.8,532,533.85,376,3935,2096094,
532780,PARSVNATH   ,B ,Q,6.71,7.29,6.71,6.91,6.92,7.11,175,37861,261970,
532782,SUTLEJ TEXT ,B ,Q,46.16,46.75,46.07,46.13,46.07,46.16,46,4101,190632,
532783,DAAWAT      ,A ,Q,113.85,115,112.45,113.9,113.9,113.8,2870,199401,22686453,
532784,SOBHA       ,A ,Q,500.3,569.8,493.55,553.75,553.75,496.45,8375,251971,135875226,
532785,RUCHIRA PAP ,B ,Q,106.6,109.05,106.6,108.05,107.8,107.5,99,3141,340572,
532790,TANLA       ,A ,Q,668.95,679.45,659.55,672.5,673,666.85,2158,29317,19642014,
532794,ZEEMEDIA    ,B ,Q,8.85,8.9,8.7,8.77,8.75,8.82,253,44863,394268,
532795,SITINET     ,B ,Q,0.88,0.91,0.87,0.89,0.89,0.89,277,955586,849134,
532796,LUMAX TECH  ,B ,Q,310,320.45,303.1,304.85,304.85,308.55,2350,46677,14599212,
532797,AUTOIND     ,B ,Q,69.15,73.2,69.15,72.18,72,70.5,36,1474,106279,
532798,NTWK MED INV,A ,Q,57.4,61,57.4,60.54,60.54,58.22,1933,271552,16271364,
532799,HUBTOWN     ,B ,Q,47.99,49.74,46.65,49.7,49.7,45.22,993,183059,8905002,
532800,TV18BRDCST  ,A ,Q,32.26,33.15,32.07,32.72,32.72,32.29,1005,241017,7886436,
532801,CAMBRIDGE   ,B ,Q,56.5,57.05,56,56.2,56.2,55.7,30,738,41731,
532804,TECHNOCRAFT ,B ,Q,1449,1560.05,1430.25,1543.1,1543.1,1440.35,1318,8661,12948396,
532805,REDINGTON   ,A ,Q,175.75,177.4,174.5,176.55,176.8,175.15,751,46290,8159795,
532806,AI CHAMPDNY ,XT,Q,32.19,32.19,31,31.9,31.9,31,7,313,10061,
532807,CINELINE    ,B ,Q,88.19,88.19,84.65,85.64,85.7,87.35,128,4544,389166,
532808,PGIL        ,B ,Q,449.65,456.25,442.3,446.4,446.9,447.55,220,3051,1368824,
532809,FSL         ,A ,Q,130.45,131,127.95,129.35,129.25,130.4,2334,133489,17305633,
532810,POWER FINAN ,A ,Q,165,172,164.25,171.25,171.25,164.65,6687,683715,115425264,
532811,AHLUWALIA CO,B ,Q,574.5,582.3,566.05,575.55,571.05,565.9,178,1051,606482,
532812,TRANSWARRANT,B ,Q,10.43,10.43,8.03,9.35,9.35,9.4,25,5367,45252,
532814,INDIAN BANK ,A ,Q,288,292.6,282.05,290.75,290.75,290.1,3154,144704,41596597,
532815,SMS PHARMACE,B ,Q,84,87,83.65,86.26,86.26,84.56,116,3177,272570,
532817,ORIENTAL    ,B ,Q,7.45,7.54,7.2,7.4,7.21,7.45,17,3543,26540,
532820,ELAND       ,XT,Q,5.7,6.05,5.7,6.03,6.03,5.8,36,6003,35667,
532822,IDEA        ,A ,Q,7.02,7.26,7.01,7.09,7.09,7.02,26487,22741092,162205125,
532825,JAGJANANI   ,XT,Q,5.79,5.79,5.79,5.79,5.79,5.52,34,28930,167504,
532826,RAJ TELE    ,B ,Q,44.74,48,44.74,47.38,47.55,45.41,1768,30423,1437347,
532827,PAGE INDUSTR,A ,Q,42290,42747.05,42142.85,42250.05,42275,42263.45,462,642,27241997,
532828,AMD INDUS   ,B ,Q,55.45,57,54.9,56.99,57,56.44,35,1661,92972,
532829,LEHAR       ,X ,Q,102,104,99,103.19,103.19,102.33,251,27762,2835519,
532830,ASTRAL      ,A ,Q,1590.9,1600.05,1552.2,1594.7,1594.7,1573.05,3529,27696,43706410,
532832,INDBUL REAL ,A ,Q,56.56,57.87,55.01,56.43,56.43,56.53,1962,403820,22838060,
532834,CAMLINFINE  ,B ,Q,173.55,173.55,165,168.15,168.15,174.35,960,34996,5911605,
532835,ICRA        ,B ,Q,4755.05,4761.05,4662,4726.65,4726.65,4797.35,34,156,736506,
532839,DISH TV     ,A ,Q,15.53,16.75,15.09,16.53,16.53,16.18,3673,1949764,31041036,
532841,SAHYA INDU  ,B ,Q,371.95,376.95,355.85,372.9,372.7,370.15,228,4933,1836853,
532842,SREE RAYALA ,B ,Q,495,495,481.8,483.25,481.8,487.9,206,1538,749571,
532843,FORTIS      ,A ,Q,265.15,277.4,265.15,275.85,275.85,270.5,2472,75095,20561187,
532845,TGBHOTELS   ,B ,Q,13.72,13.72,12.83,12.89,12.87,13.5,185,61269,803347,
532847,HILTON MET  ,T ,Q,143.7,143.7,138.7,141.1,141.9,140.5,39,3314,470192,
532848,DELTA CORP  ,A ,Q,217.8,224.95,217.05,223.6,223.6,217.75,8761,525097,116224964,
532850,MIC ELECTRON,B ,Q,17.14,18.16,17.13,17.13,17.13,18.03,614,121689,2096639,
532851,INSECTCID   ,B ,Q,467.95,478.85,465,467.85,465,469.9,74,539,254215,
532853,ASAHI SONG  ,B ,Q,207.55,209,203.55,204.8,204.8,207.55,46,425,87282,
532855,HARYA CAPFIN,X ,Q,61,61,61,61,61,58.5,2,130,7930,
532856,TIME TECHNO ,A ,Q,81.22,82.43,80.74,81.82,81.82,80.98,327,36122,2954530,
532859,HGSL        ,A ,Q,1164.9,1165,1147,1153.05,1153.05,1147.5,778,8620,9956592,
532864,NELCAST     ,B ,Q,101.15,104.35,101.15,102.55,102.55,102.65,189,8215,847747,
532866,QUINTEGRA SO,T ,Q,1.01,1.01,1.01,1.01,1.01,0.97,1,1000,1010,
532867,V2RETAIL    ,B ,Q,79,79.3,77.7,77.7,77.7,78.62,41,1713,134714,
532868,DLF LIMITED ,A ,Q,442,475.6,440.25,468.3,468.3,435.9,14723,958869,442159023,
532869,TARMAT      ,B ,Q,76.4,80.3,76.4,79.08,79.08,75.57,217,25505,2021989,
532870,ANKIT METAL ,B ,Q,4.2,4.34,4.2,4.21,4.2,4.3,52,12292,51882,
532872,SUNPHA ADV  ,A ,Q,198.95,198.95,194.45,197.6,197.6,194.7,341,9211,1806933,
532873,HOUSING DEV ,Z ,Q,2.65,2.65,2.65,2.65,2.65,2.78,75,33464,88679,
532875,ALLIED DIGIT,B ,Q,95.8,99.45,95.15,97.12,97.12,96.25,720,48361,4749934,
532878,ALPA LAB    ,B ,Q,59.95,59.95,59.02,59.05,59.02,60.03,50,2496,148159,
532879,SIR SHADI LA,XT,Q,142.2,142.2,137.9,137.9,137.9,142.2,3,8,1111,
532880,OMAXE LTD   ,B ,Q,52.75,54.9,52.4,53.93,54.05,52.94,200,55087,2963345,
532884,REFEX       ,B ,Q,367.25,375,362.1,364.15,364.15,365.75,1844,62382,22916787,
532885,CENTRAL BK  ,A ,Q,27.3,27.49,26.91,27.19,27.19,27.28,794,275680,7473163,
532886,SEL MANUF   ,T ,Q,147,147,143.85,143.85,143.85,146.75,28,671,96661,
532888,ASIAN GRANIT,B ,Q,53.82,53.82,52.11,52.21,52.11,53.87,377,43908,2317847,
532889,K.P.R. MILL ,A ,Q,557.05,578.65,555,576.2,576.1,556.95,1844,22611,12898317,
532890,TAKE SOLUT  ,B ,Q,18.43,18.94,18.15,18.17,18.17,18.45,93,21762,405735,
532891,PURAVANKARA ,B ,Q,81.88,84.9,80.61,82.72,83.08,81.09,908,68738,5743433,
532892,MOTILALOFS  ,A ,Q,652.9,652.9,624.75,627.75,629.5,652.95,1652,19705,12485225,
532893,VTM LTD     ,X ,Q,52.85,53.1,51.5,52.41,52,52.21,46,2670,139629,
532894,IWIND ENERGY,B ,Q,12,12.28,10.94,11.15,11.15,11.85,272,27688,316475,
532895,NAGREKA CAP ,B ,Q,19.95,20.8,19.95,20.8,20.8,19.87,8,376,7767,
532896,MAGNUM VENT ,B ,Q,39.38,39.39,36.38,39.39,39.39,37.52,746,118488,4611856,
532898,POWER GRID  ,A ,Q,242,245.55,242,243.2,243.45,241.7,7715,926972,225444794,
532899,KAVERI SEED ,A ,Q,515.3,521.45,515.25,519.2,520.1,522.4,319,4671,2423040,
532900,PAISALO     ,B ,Q,52,52,50.42,51.32,51.32,50.48,254,13327,680016,
532902,CONSOL CONST,T ,Q,1.34,1.34,1.32,1.32,1.32,1.38,43,46981,62016,
532904,SUPREME INFR,B ,Q,23.36,24.25,23.05,23.18,23.4,23.59,46,2936,68660,
532906,MAANALU     ,B ,Q,184.65,186.75,182.85,186,186.5,183.65,182,4062,750720,
532907,ILFSENGG    ,Z ,Q,11.37,11.37,10.86,11.01,10.86,11.43,57,23096,253451,
532911,PARLEIND    ,X ,Q,7.08,7.14,7.04,7.08,7.08,7.08,347,37305,263573,
532915,RELIGARE ENT,A ,Q,166.4,173.75,165.7,168.7,168.7,164.9,1940,581629,98276776,
532916,BARAK VALL  ,B ,Q,34.53,37.99,34.53,37.06,36.8,34.9,233,39387,1440201,
532918,RATHI BARS  ,X ,Q,25.25,25.25,24.05,24.73,24.73,24.73,26,919,22267,
532921,ADANI PORTS ,A ,Q,699.55,701,687.5,694.1,694.1,699.9,4787,146163,101604954,
532922,EDELWEISS   ,A ,Q,65.09,65.09,59.53,61.25,61.25,64.97,2889,492061,30429442,
532923,RGL         ,B ,Q,88.5,90.13,88.5,88.9,88.9,88.3,19,10218,904546,
532924,KOLTEPATIL  ,A ,Q,272.95,286.4,266.85,280.75,280.75,269.9,2312,67530,18866779,
532925,KAUSHAL INFR,B ,Q,4.17,4.24,4.01,4.05,4.24,4.2,12,778,3140,
532926,JYOTHYLAB   ,A ,Q,208,212.3,206,209.85,209,207.6,996,43410,9082048,
532927,ECLERX      ,A ,Q,1320,1329.15,1315.6,1326.05,1324.45,1322.05,453,2276,3012180,
532928,TRIL        ,B ,Q,66.5,69.44,65.88,69.04,69.04,63.67,2106,225533,15180626,
532929,BRIGADE     ,A ,Q,537.75,554.5,534.1,537.25,537.25,541.85,566,3853,2104525,
532930,BGR ENERGY  ,B ,Q,52.9,54.34,52.9,53.57,53.31,54.27,122,7504,402095,
532931,BURNPUR     ,B ,Q,4.6,4.76,4.56,4.56,4.61,4.63,121,69851,323129,
532932,MANAKSIA LTD,B ,Q,136,143.45,136,139.15,139,141.6,508,11925,1680404,
532933,PORWAL AUTO ,X ,Q,30.89,30.89,28.06,28.45,28.45,29.9,240,44330,1312753,
532934,PPAP        ,B ,Q,199.5,204,199.5,200.65,200.25,204.65,30,239,48425,
532935,ARIES AGRO  ,B ,Q,177.75,181.5,176.45,178.6,178.35,178.55,244,5936,1060933,
532937,KUANTUM     ,B ,Q,150,165,150,164.35,162.4,155.25,480,27838,4500983,
532939,RPOWER      ,A ,Q,11.82,11.87,11.55,11.6,11.6,11.78,3704,5128271,59710079,
532940,J KUMAR INFR,B ,Q,262,273,262,271.55,272.9,267.05,436,13566,3637416,
532941,CORDS CABLE ,B ,Q,73,76.74,73,74.34,74.24,75.25,217,10875,823629,
532942,KNR CONST   ,A ,Q,244.45,248.55,237.2,247.9,248.5,240.1,1755,44808,10969685,
532944,ONMOBILE    ,A ,Q,71.06,71.06,69.5,69.81,70.19,71.64,827,47285,3311552,
532945,SEPC        ,B ,Q,10.45,10.52,10.2,10.29,10.32,10.48,555,175199,1807971,
532946,BANG        ,B ,Q,40.6,41,37.62,41,41,40.04,64,2322,94539,
532947,IRB INFRA   ,A ,Q,27.93,28.99,27.93,28.44,28.44,27.92,3406,1668399,47719097,
532951,GSS INFOTECH,B ,Q,200,205,197.15,197.55,197.4,199.45,34,749,148374,
532952,NAHAR CAP   ,B ,Q,281.15,281.15,278,278.45,278.45,278.3,16,117,32603,
532953,V GUARD IND ,A ,Q,247,252.45,247,248.75,247.5,249.9,302,6326,1584894,
532955,RECLTD      ,A ,Q,133,136.85,131.75,136.4,136.4,132.8,4475,888912,119932729,
532957,GOKAK TEXTI ,X ,Q,25.78,25.78,24.76,25.78,25.78,26,5,84,2164,
532959,AJRINFRA    ,Z ,Q,0.71,0.71,0.71,0.71,0.71,0.74,76,117715,83577,
532960,DHANI       ,A ,Q,37.16,37.7,36.75,37.13,37.13,37.56,735,82990,3079553,
532966,TITAGARH WAG,B ,Q,336.9,345.25,331.6,333.35,333.35,343.7,1574,33450,11311953,
532967,KIRI DYES   ,A ,Q,294,294.45,291.05,292.55,293.85,293.55,166,1266,370259,
532974,ABML        ,B ,Q,52.75,52.75,51.1,51.85,51.84,51.7,66,2239,115877,
532975,AISHWARYA   ,Z ,Q,5.7,5.7,5.7,5.7,5.7,5.7,10,6683,38093,
532976,JAIBALA IND ,B ,Q,81,82.54,78.7,79.26,79.11,80.42,649,25128,2023323,
532977,BAJAJ AUTO  ,A ,Q,4550.05,4606.75,4550,4566.6,4566.6,4539.85,5076,42282,193492429,
532978,BAJAJ FINSE ,A ,Q,1423.45,1429.95,1416.35,1421.3,1421.3,1423.4,2227,41868,59648140,
532980,GOKUL REFOIL,B ,Q,29.55,30,29.25,29.42,29.48,29.61,205,4653,137784,
532983,RPG LIFESCI ,B ,Q,783.8,791.95,775,777.65,775.9,781.2,283,1288,1003030,
532985,KOTAK SENSEX,A ,Q,64.83,66.08,64.83,65.16,65.05,65.7,120,2328,152334,
532986,NIRAJ CEMENT,B ,Q,28.42,30.25,27.85,29.01,28.7,29.06,70,7479,217286,
532987,RANE BRAKE  ,B ,Q,711.5,721.75,711.5,719.15,719.15,710.05,11,21,15077,
532988,RANE ENGVL  ,B ,Q,280.25,285.35,277,279.55,279,279.4,36,363,102255,
532992,CHL LTD     ,XT,Q,22.05,23.15,20.95,23.15,23.15,22.05,5,579,13231,
532993,SEJAL       ,T ,Q,239.75,247.95,233.75,237.9,233.75,245.4,27,625,153029,
532994,ARCHIDPLY IN,B ,Q,68.68,71.27,66.75,67.32,67.1,68.71,227,2022,138354,
532998,LEHIL       ,B ,Q,71.8,75,71.8,72.03,72.03,72.95,53,1794,133976,
533001,SOMI CONVEY ,B ,Q,48,49,43,48.1,48.1,48.95,20,879,40794,
533007,LGB FORGE   ,B ,Q,8.9,8.9,8.53,8.8,8.8,8.81,84,33569,295042,
533012,LANDMRK PRO ,B ,Q,5.8,6.03,5.8,5.92,5.92,5.91,162,1836,10789,
533014,SICAGEN IND ,X ,Q,47,49.3,44,46.31,46.31,46.18,1554,212672,9911082,
533018,SIMPLEX MIL ,X ,Q,26.61,26.61,26.6,26.6,26.6,25.35,3,1177,31318,
533019,SIMPLEX PAP ,X ,Q,20.65,21.21,20.65,21.21,21.21,20.55,14,2705,57093,
533022,20 MICRONS  ,B ,Q,85.99,86,81.75,82.2,82.7,85.34,483,17765,1475013,
533023,ZFCVINDIA   ,A ,Q,10590.35,10634.4,10382,10601.55,10600.1,10563.7,247,349,3664539,
533029,ALKALI      ,B ,Q,100.45,101.75,100.3,101.45,101.2,100.3,37,395,39903,
533033,ISGEC       ,A ,Q,524.9,524.9,496,497.65,499,520.2,1071,14869,7541048,
533047,INDIAN MET  ,B ,Q,276.85,283.8,275.35,280.55,283.75,279.8,216,4700,1313948,
533048,GI ENGINERG ,T ,Q,31.9,32.48,31.6,32.48,32.48,30.94,445,644864,20931848,
533056,VEDAVAAG    ,X ,Q,41.99,43,41.12,42.09,42.19,41.04,190,40011,1684677,
533078,MANJEERA    ,X ,Q,34.05,34.05,34.05,34.05,34.05,34.05,2,9,306,
533080,MOLDTKPACK  ,A ,Q,972,973.9,955,958.75,961.4,972.7,1038,4858,4665389,
533088,MAH HOLIDAY ,A ,Q,294,297,287.75,295.4,294,289.55,462,8841,2586368,
533090,EXCEL       ,B ,Q,0.4,0.41,0.4,0.4,0.4,0.41,412,1666668,674831,
533093,RAJ OIL     ,B ,Q,41.77,42,41.35,41.64,41.75,41.7,17,1091,45470,
533095,BENGLA& ASM ,A ,Q,3940,3975,3916.75,3922,3930,3945.8,79,366,1441829,
533096,ADANI POWER ,A ,Q,239.15,241.6,231.4,235.8,235.8,241.1,17938,742976,175087813,
533098,NHPC        ,A ,Q,44.7,44.7,43.82,43.98,43.98,44.52,1276,371318,16415867,
533101,SURYAMBA SP ,X ,Q,237.7,278.75,237.65,278.75,278.75,232.3,955,67727,18542154,
533104,GLOBUS SPR  ,A ,Q,890,902,877.9,885.25,888.85,887.25,602,5201,4644534,
533106,OIL INDIA   ,A ,Q,255.95,260.4,255.25,259.4,259.7,256.05,2560,107956,27968193,
533107,RNAVAL      ,Z ,Q,2.27,2.3,2.21,2.24,2.24,2.27,138,199012,446947,
533108,BHILWRA TEC ,XT,Q,16.21,16.65,15.55,16.44,16.06,16.21,66,10581,170617,
533110,SH PRECOTED ,X ,Q,19.39,19.39,19.39,19.39,19.39,19.39,2,7,135,
533121,EXPLEOSOL   ,B ,Q,1416,1445.55,1373.1,1382.6,1382.6,1436.35,505,1908,2682651,
533122,RTNPOWER    ,A ,Q,3.18,3.25,3.12,3.17,3.17,3.18,577,1565261,4966232,
533137,DEN NETWORK ,B ,Q,30.7,31.29,30.66,31.09,31.08,31.02,385,35034,1088390,
533138,ASTEC LIFE  ,A ,Q,1359,1430,1355.8,1415.55,1430,1359,1091,5592,7829871,
533146,DLINK IND   ,B ,Q,241,241.3,234.25,236.05,237.7,240.4,696,15281,3610051,
533148,JSW ENERGY  ,A ,Q,258.3,260.75,255.5,256.05,256.05,259.75,706,25836,6632690,
533149,ESSAR SECU  ,X ,Q,4,4,3.83,3.9,3.9,4.01,13,8411,32622,
533150,GODREJ PROP ,A ,Q,1349.35,1415,1331.35,1388.45,1388.45,1338.8,8467,130012,180879183,
533151,D B CORP    ,B ,Q,115,120.25,115,119.35,119,119.1,138,2497,298475,
533152,MBLINFRA    ,B ,Q,19.48,19.48,18.27,18.27,18.27,18.69,70,8912,166316,
533155,JUBL FOOD   ,A ,Q,467.5,473.95,460,469.1,469,467.4,4834,683857,319840726,
533156,VASCON ENG  ,B ,Q,37.2,41.5,36.6,39.17,39.17,36.65,4507,1301553,51003866,
533158,THANGAMAYIL ,B ,Q,1113,1139,1104.95,1114.9,1116.35,1118.3,166,766,858538,
533160,D B REALTY  ,A ,Q,80.1,86.09,80.1,82.8,83.35,81.69,1059,62634,5244494,
533161,EMMBI       ,B ,Q,85,92,85,90.5,90.5,91.28,102,5600,505710,
533162,HATHWAY CAB ,A ,Q,13.55,13.85,13.55,13.72,13.72,13.76,743,435038,5957570,
533163,ARSS INFRA  ,T ,Q,19.24,19.24,19.24,19.24,19.24,20.25,4,209,4021,
533164,TEXMO PIPES ,B ,Q,57.7,66.95,57.7,62.09,61.98,58.29,2195,204296,12986624,
533166,SUNDARAMMUL ,B ,Q,2.27,2.31,2.24,2.26,2.26,2.28,86,72921,165210,
533167,CORO ENGG   ,X ,Q,39,40.88,38.25,39.25,39.25,38.98,48,16450,657150,
533168,ROSSELL IND ,B ,Q,296.85,296.85,278.9,283.05,281.25,289.7,254,4705,1349046,
533169,MAN INFRA   ,A ,Q,88.31,91.65,88.31,91.31,91.31,88.31,2191,264803,23955101,
533170,TAMBOLI CAP ,X ,Q,120.35,126,120.35,122.05,121.6,120.35,187,42453,5233349,
533172,IVZINGOLD   ,E ,Q,5425,5457,5422,5455,5455,5403.1,13,27,146888,
533177,IL&FS TRANS ,Z ,Q,3.18,3.18,3.07,3.1,3.1,3.18,8,5201,16064,
533179,PERSISTENT  ,A ,Q,4650.15,4700,4620.7,4692.25,4691,4653.45,1348,7728,36142114,
533181,INTRASOFT   ,B ,Q,143,144.15,136.1,136.6,136.1,143.55,10,53,7333,
533189,GOENKA DIAM ,Z ,Q,0.87,0.87,0.87,0.87,0.87,0.91,22,10253,8920,
533192,KCP SUGAR IN,B ,Q,25.45,25.74,25.2,25.33,25.49,25.45,311,19238,488345,
533193,KIRLOSKAR EL,B ,Q,119.86,125.6,119.1,120.35,120.35,120.78,1099,83271,10184470,
533202,SATCH       ,XT,Q,2.88,3.08,2.83,2.94,3,2.94,95,97487,291167,
533203,TARAPUR TRA ,B ,Q,5.25,5.25,5.17,5.17,5.17,5.44,29,8653,44992,
533206,SJVN        ,A ,Q,36.7,36.7,36.1,36.33,36.35,36.59,576,181761,6602952,
533208,EMAMI PAPER ,B ,Q,127.95,132.25,127.9,128.8,128.35,130.45,56,618,79893,
